000inter.jpg,32.2798,115.268,97.2031
001chris.jpg,34.6163,141.799,151.533
001chrix.jpg,24.3318,152.683,166.648
001inter.jpg,27.217,113.157,72.1136
001siena.jpg,44.8045,60.6768,142.961
002inter.jpg,24.3035,143.293,99.3284
002scene.jpg,32.6291,101.128,101.938
002siena.jpg,21.8276,89.6914,150.174
003inter.jpg,34.5752,111.355,105.639
003siena.jpg,37.7452,93.1464,144.488
004siena.jpg,53.4024,70.7055,112.938
004sienb.jpg,105.231,67.642,100.204
005siena.jpg,34.7492,86.9438,155.578
006siena.jpg,40.2428,98.1634,156.979
007siena.jpg,31.6283,92.3504,165.29
00_0bay0.jpg,27.0737,66.3328,147.456
00_1pe1.jpg,92.4362,45.9541,191.446
00_1pe1a.jpg,39.0806,81.7888,163.616
00_1pe1b.jpg,31.4487,90.5267,145.55
00_2bn1.jpg,17.6655,97.1804,146.552
00_3pr1.jpg,27.3697,51.2694,172.237
00_3pr1a.jpg,29.8521,75.5589,149.796
00_3pr1b.jpg,26.1688,87.062,149.853
00_3pr1c.jpg,68.9533,46.9561,183.497
00_4pe2.jpg,92.694,37.5699,204.351
00_4pe2a.jpg,19.0989,77.4447,146.379
00_4pe2b.jpg,17.0299,117.545,138.48
00_5bn2.jpg,16.6173,104.053,151.566
00_annun.jpg,62.3785,95.011,168.296
00_madon.jpg,15.7633,97.371,96.5517
00_peter.jpg,34.8942,137.327,111.199
00_petes.jpg,12.6668,156.151,133.846
00_petex.jpg,19.5202,154.546,152.998
00_petey.jpg,20.6223,159.64,142.529
00_petez.jpg,22.2218,151.734,162.907
00acount.jpg,22.2693,110.276,76.2549
00adorat.jpg,16.9443,114.344,103.066
00adorati.jpg,21.5708,116.473,146.786
00allego.jpg,21.0907,87.917,117.018
00altar.jpg,66.4197,72.8384,157.886
00antepe.jpg,20.7958,113.314,151.553
00arella.jpg,24.7651,99.1328,52.7376
00attrib.jpg,13.6473,171.506,100.825
00bagli1.jpg,58.8188,72.3127,173.914
00bagli2.jpg,59.2356,71.0794,180.169
00bagli3.jpg,54.1331,53.1351,169.957
00bagli4.jpg,85.695,73.104,163.48
00bagli5.jpg,79.4102,44.5929,170.302
00bagli6.jpg,87.9765,61.2115,168.531
00battle.jpg,33.5278,105.919,77.6283
00beaun1.jpg,55.7562,95.3273,108.568
00beaun2.jpg,41.0315,90.6328,100.714
00beaun3.jpg,27.6456,81.0724,92.5189
00ceili1.jpg,26.9383,83.3848,123.169
00ceili2.jpg,31.3375,85.3921,129.614
00ceili3.jpg,24.4876,88.4147,109.021
00ceili4.jpg,36.4749,71.1683,115.511
00chapel.jpg,29.6748,83.0038,137.277
00chine1.jpg,23.1819,80.6416,167.932
00chine2.jpg,27.5082,79.3767,163.777
00christ.jpg,19.0163,132.278,117.053
00cleric.jpg,30.8101,84.7423,97.1517
00clerix.jpg,65.3374,58.4162,126.476
00colonn.jpg,58.173,83.0319,119.157
00conten.jpg,85.8824,94.6796,87.4136
00couple.jpg,87.9056,125.916,58.7533
00creati.jpg,20.2661,115.862,121.19
00crucif.jpg,22.4549,114.176,133.74
00deposi.jpg,14.7142,117.091,111.577
00diptic.jpg,44.4185,108.75,67.592
00disput.jpg,47.7763,90.0779,140.484
00east.jpg,53.5395,90.4955,134.21
